,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86
b4094,PROKKA_04076,PROKKA_02557,PROKKA_03274,PROKKA_04014,PROKKA_04275,PROKKA_02181,PROKKA_01927,PROKKA_01283,PROKKA_00302,PROKKA_03210,PROKKA_03907,PROKKA_03079,PROKKA_03757,PROKKA_00197
b0002,PROKKA_04432,PROKKA_02927,PROKKA_03665,PROKKA_04357,PROKKA_04611,PROKKA_01854,PROKKA_01558,PROKKA_01717,PROKKA_04730,PROKKA_03665,PROKKA_03432,PROKKA_03412,PROKKA_04175,PROKKA_04898
b1476,PROKKA_01075,PROKKA_04416,PROKKA_00184,PROKKA_00897,PROKKA_01466,PROKKA_00046,PROKKA_00042,PROKKA_03352,PROKKA_03152,PROKKA_00168,PROKKA_01549,PROKKA_00105,PROKKA_00848,PROKKA_03308
b1629,PROKKA_01270,PROKKA_04579,PROKKA_00288,PROKKA_01120,PROKKA_01603,PROKKA_05043,PROKKA_04668,PROKKA_03462,PROKKA_03054,PROKKA_00283,PROKKA_01779,PROKKA_00275,PROKKA_00993,PROKKA_03179
b2477,PROKKA_02224,PROKKA_00853,PROKKA_01271,PROKKA_02062,PROKKA_02502,PROKKA_04065,PROKKA_03731,PROKKA_04617,PROKKA_02145,PROKKA_01297,PROKKA_02859,PROKKA_01275,PROKKA_01916,PROKKA_02205
b3229,PROKKA_03080,PROKKA_01643,PROKKA_02201,PROKKA_02994,PROKKA_03321,PROKKA_03205,PROKKA_02917,PROKKA_00230,PROKKA_01293,PROKKA_02203,PROKKA_04842,PROKKA_02087,PROKKA_02699,PROKKA_01279
b3823,PROKKA_03739,PROKKA_02259,PROKKA_02930,PROKKA_03687,PROKKA_03964,PROKKA_02538,PROKKA_02269,PROKKA_00885,PROKKA_00653,PROKKA_02860,PROKKA_05787,PROKKA_02737,PROKKA_03375,PROKKA_00625
b0980,PROKKA_00487,PROKKA_03948,PROKKA_04775,PROKKA_00320,PROKKA_00947,PROKKA_00776,PROKKA_00546,PROKKA_02728,PROKKA_03706,PROKKA_04657,PROKKA_00961,PROKKA_04481,PROKKA_00286,PROKKA_03929
b3309,PROKKA_03162,PROKKA_01724,PROKKA_02291,PROKKA_03083,PROKKA_03403,PROKKA_03111,PROKKA_02826,PROKKA_00324,PROKKA_01202,PROKKA_02296,PROKKA_04743,PROKKA_02180,PROKKA_02790,PROKKA_01184
b0515,PROKKA_05011,PROKKA_03494,PROKKA_04206,PROKKA_04974,PROKKA_00344,PROKKA_01206,PROKKA_00999,PROKKA_02281,PROKKA_04139,PROKKA_04233,PROKKA_00243,PROKKA_04038,PROKKA_04750,PROKKA_04378
b0577,PROKKA_00065,PROKKA_03531,PROKKA_04239,PROKKA_05041,PROKKA_00455,PROKKA_01174,PROKKA_00966,PROKKA_02313,PROKKA_04107,PROKKA_04264,PROKKA_00288,PROKKA_04070,PROKKA_04781,PROKKA_04341
b3867,PROKKA_03785,PROKKA_02305,PROKKA_02997,PROKKA_03735,PROKKA_04014,PROKKA_02467,PROKKA_02208,PROKKA_00955,PROKKA_00585,PROKKA_02928,PROKKA_05863,PROKKA_02802,PROKKA_03443,PROKKA_00555
b2947,PROKKA_02745,PROKKA_01354,PROKKA_01798,PROKKA_02597,PROKKA_03006,PROKKA_03600,PROKKA_03245,PROKKA_05029,PROKKA_01611,PROKKA_01796,PROKKA_05304,PROKKA_01750,PROKKA_02376,PROKKA_01710
b3172,PROKKA_03026,PROKKA_01588,PROKKA_02148,PROKKA_02938,PROKKA_03267,PROKKA_03258,PROKKA_02970,PROKKA_00176,PROKKA_01345,PROKKA_02152,PROKKA_04899,PROKKA_02034,PROKKA_02648,PROKKA_01333
b1079,PROKKA_00571,PROKKA_04046,PROKKA_04863,PROKKA_00425,PROKKA_01045,PROKKA_00554,PROKKA_00464,PROKKA_02814,PROKKA_03618,PROKKA_04745,PROKKA_01054,PROKKA_04733,PROKKA_00439,PROKKA_03744
b1753,PROKKA_01406,PROKKA_00076,PROKKA_00419,PROKKA_01269,PROKKA_01741,PROKKA_04910,PROKKA_04535,PROKKA_03594,PROKKA_02924,PROKKA_00414,PROKKA_01927,PROKKA_00405,PROKKA_01128,PROKKA_03042
b0062,PROKKA_04493,PROKKA_02988,PROKKA_03729,PROKKA_04422,PROKKA_04735,PROKKA_01790,PROKKA_01495,PROKKA_01778,PROKKA_04665,PROKKA_03727,PROKKA_03356,PROKKA_03477,PROKKA_04237,PROKKA_04836
b0937,PROKKA_00450,PROKKA_03904,PROKKA_04737,PROKKA_00270,PROKKA_00900,PROKKA_00815,PROKKA_00584,PROKKA_02690,PROKKA_03743,PROKKA_04620,PROKKA_00913,PROKKA_04443,PROKKA_00249,PROKKA_03965
b3750,PROKKA_03665,PROKKA_02184,PROKKA_02855,PROKKA_03605,PROKKA_03884,PROKKA_02614,PROKKA_02347,PROKKA_00804,PROKKA_00733,PROKKA_02786,PROKKA_04102,PROKKA_02656,PROKKA_03300,PROKKA_00700
b3783,PROKKA_03693,PROKKA_02214,PROKKA_02885,PROKKA_03636,PROKKA_03916,PROKKA_02585,PROKKA_02314,PROKKA_00834,PROKKA_00698,PROKKA_02814,PROKKA_05739,PROKKA_02690,PROKKA_03328,PROKKA_00672
b2780,PROKKA_02553,PROKKA_01139,PROKKA_01601,PROKKA_02385,PROKKA_02815,PROKKA_03791,PROKKA_03443,PROKKA_05219,PROKKA_01798,PROKKA_01617,PROKKA_05532,PROKKA_01560,PROKKA_02191,PROKKA_01905
b2429,PROKKA_02184,PROKKA_00810,PROKKA_01229,PROKKA_02013,PROKKA_02459,PROKKA_04106,PROKKA_03772,PROKKA_04575,PROKKA_02186,PROKKA_01257,PROKKA_02814,PROKKA_01234,PROKKA_01877,PROKKA_02248
b3256,PROKKA_03106,PROKKA_01668,PROKKA_02227,PROKKA_03024,PROKKA_03347,PROKKA_03177,PROKKA_02891,PROKKA_00258,PROKKA_01266,PROKKA_02228,PROKKA_04812,PROKKA_02114,PROKKA_02725,PROKKA_01254
b1088,PROKKA_00583,PROKKA_04056,PROKKA_04873,PROKKA_00437,PROKKA_01055,PROKKA_00543,PROKKA_00454,PROKKA_02824,PROKKA_03608,PROKKA_04755,PROKKA_01069,PROKKA_04743,PROKKA_00449,PROKKA_03733
b0634,PROKKA_00129,PROKKA_03594,PROKKA_04312,PROKKA_05112,PROKKA_00519,PROKKA_01113,PROKKA_00901,PROKKA_02387,PROKKA_04046,PROKKA_04325,PROKKA_00361,PROKKA_04134,PROKKA_04843,PROKKA_04277
b3210,PROKKA_03066,PROKKA_01630,PROKKA_02188,PROKKA_02980,PROKKA_03308,PROKKA_03216,PROKKA_02929,PROKKA_00219,PROKKA_01305,PROKKA_02192,PROKKA_04857,PROKKA_02075,PROKKA_02688,PROKKA_01292
b3141,PROKKA_02994,PROKKA_01554,PROKKA_02117,PROKKA_02903,PROKKA_03094,PROKKA_03288,PROKKA_03001,PROKKA_00146,PROKKA_01376,PROKKA_02123,PROKKA_04933,PROKKA_02004,PROKKA_02617,PROKKA_01365
b0911,PROKKA_00422,PROKKA_03878,PROKKA_04711,PROKKA_00240,PROKKA_00871,PROKKA_00842,PROKKA_00615,PROKKA_02664,PROKKA_03770,PROKKA_04594,PROKKA_00884,PROKKA_04416,PROKKA_00221,PROKKA_03992
b3289,PROKKA_03140,PROKKA_01702,PROKKA_02269,PROKKA_03061,PROKKA_03381,PROKKA_03134,PROKKA_02848,PROKKA_00302,PROKKA_01224,PROKKA_02274,PROKKA_04766,PROKKA_02158,PROKKA_02768,PROKKA_01207
b3479,PROKKA_03337,PROKKA_01879,PROKKA_02460,PROKKA_03250,PROKKA_03567,PROKKA_02932,PROKKA_02648,PROKKA_00504,PROKKA_01030,PROKKA_02476,PROKKA_04570,PROKKA_02365,PROKKA_02962,PROKKA_01001
b2369,PROKKA_02129,PROKKA_00752,PROKKA_01173,PROKKA_01952,PROKKA_02398,PROKKA_04163,PROKKA_03832,PROKKA_04517,PROKKA_02243,PROKKA_01200,PROKKA_02748,PROKKA_01177,PROKKA_01819,PROKKA_02306
b1419,PROKKA_01009,PROKKA_04349,PROKKA_00138,PROKKA_00835,PROKKA_01409,PROKKA_00107,PROKKA_00095,PROKKA_03291,PROKKA_03207,PROKKA_00114,PROKKA_01487,PROKKA_00048,PROKKA_00792,PROKKA_03364
b1668,PROKKA_01316,PROKKA_04622,PROKKA_00330,PROKKA_01172,PROKKA_01648,PROKKA_05001,PROKKA_04626,PROKKA_03504,PROKKA_03012,PROKKA_00326,PROKKA_01828,PROKKA_00317,PROKKA_01036,PROKKA_03136
b2954,PROKKA_02752,PROKKA_01361,PROKKA_01805,PROKKA_02604,PROKKA_03014,PROKKA_03593,PROKKA_03238,PROKKA_05022,PROKKA_01604,PROKKA_01803,PROKKA_05297,PROKKA_01757,PROKKA_02383,PROKKA_01703
b3480,PROKKA_03338,PROKKA_01880,PROKKA_02461,PROKKA_03251,PROKKA_03568,PROKKA_02931,PROKKA_02647,PROKKA_00505,PROKKA_01029,PROKKA_02477,PROKKA_04569,PROKKA_02366,PROKKA_02963,PROKKA_01000
b1706,PROKKA_01358,PROKKA_00028,PROKKA_00371,PROKKA_01218,PROKKA_01690,PROKKA_04957,PROKKA_04583,PROKKA_03547,PROKKA_02972,PROKKA_00367,PROKKA_01874,PROKKA_00358,PROKKA_01080,PROKKA_03091
b4178,PROKKA_04211,PROKKA_02646,PROKKA_03373,PROKKA_04108,PROKKA_04363,PROKKA_02094,PROKKA_01840,PROKKA_01450,PROKKA_00206,PROKKA_03410,PROKKA_03739,PROKKA_03166,PROKKA_03952,PROKKA_00109
b4153,PROKKA_04187,PROKKA_02621,PROKKA_03348,PROKKA_04085,PROKKA_04340,PROKKA_02117,PROKKA_01864,PROKKA_01425,PROKKA_00231,PROKKA_03433,PROKKA_03765,PROKKA_03142,PROKKA_03929,PROKKA_00132
b1061,PROKKA_00553,PROKKA_04028,PROKKA_04846,PROKKA_00406,PROKKA_01027,PROKKA_00572,PROKKA_00482,PROKKA_02796,PROKKA_03637,PROKKA_04726,PROKKA_01036,PROKKA_04713,PROKKA_00421,PROKKA_03762
b3195,PROKKA_03050,PROKKA_01613,PROKKA_02172,PROKKA_02964,PROKKA_03292,PROKKA_03233,PROKKA_02946,PROKKA_00203,PROKKA_01321,PROKKA_02176,PROKKA_04875,PROKKA_02058,PROKKA_02672,PROKKA_01308
b3101,PROKKA_02955,PROKKA_01516,PROKKA_02081,PROKKA_02859,PROKKA_03132,PROKKA_03326,PROKKA_03036,PROKKA_00109,PROKKA_01411,PROKKA_02088,PROKKA_04979,PROKKA_01968,PROKKA_02580,PROKKA_01402
b3751,PROKKA_03666,PROKKA_02185,PROKKA_02856,PROKKA_03606,PROKKA_03885,PROKKA_02613,PROKKA_02346,PROKKA_00805,PROKKA_00732,PROKKA_02787,PROKKA_04101,PROKKA_02657,PROKKA_03301,PROKKA_00699
b2433,PROKKA_02188,PROKKA_00814,PROKKA_01232,PROKKA_02017,PROKKA_02463,PROKKA_04103,PROKKA_03769,PROKKA_04578,PROKKA_02183,PROKKA_01260,PROKKA_02818,PROKKA_01237,PROKKA_01880,PROKKA_02245
b1009,PROKKA_00508,PROKKA_03977,PROKKA_04795,PROKKA_00350,PROKKA_00978,PROKKA_00756,PROKKA_00526,PROKKA_02749,PROKKA_03685,PROKKA_04678,PROKKA_00984,PROKKA_04502,PROKKA_00307,PROKKA_03909
b0472,PROKKA_04965,PROKKA_03448,PROKKA_04160,PROKKA_04928,PROKKA_00303,PROKKA_01250,PROKKA_01039,PROKKA_02234,PROKKA_04183,PROKKA_04193,PROKKA_00195,PROKKA_03998,PROKKA_04706,PROKKA_04422
b0679,PROKKA_00171,PROKKA_03636,PROKKA_04353,PROKKA_05156,PROKKA_00563,PROKKA_01076,PROKKA_00864,PROKKA_02422,PROKKA_04004,PROKKA_04361,PROKKA_00407,PROKKA_04170,PROKKA_04879,PROKKA_04241
b0657,PROKKA_00152,PROKKA_03618,PROKKA_04334,PROKKA_05138,PROKKA_00545,PROKKA_01095,PROKKA_00883,PROKKA_02404,PROKKA_04023,PROKKA_04343,PROKKA_00386,PROKKA_04151,PROKKA_04861,PROKKA_04259
b3500,PROKKA_03361,PROKKA_01898,PROKKA_02483,PROKKA_03281,PROKKA_03586,PROKKA_02910,PROKKA_02630,PROKKA_00519,PROKKA_01007,PROKKA_02498,PROKKA_04550,PROKKA_02387,PROKKA_02986,PROKKA_00986
b3778,PROKKA_03689,PROKKA_02210,PROKKA_02880,PROKKA_03632,PROKKA_03912,PROKKA_02589,PROKKA_02318,PROKKA_00830,PROKKA_00702,PROKKA_02810,PROKKA_05735,PROKKA_02686,PROKKA_03324,PROKKA_00676
b2218,PROKKA_01990,PROKKA_00577,PROKKA_01021,PROKKA_01812,PROKKA_02269,PROKKA_04307,PROKKA_03966,PROKKA_04323,PROKKA_02378,PROKKA_01057,PROKKA_02578,PROKKA_01038,PROKKA_01685,PROKKA_02450
b3455,PROKKA_03293,PROKKA_01855,PROKKA_02433,PROKKA_03221,PROKKA_03541,PROKKA_02957,PROKKA_02674,PROKKA_00478,PROKKA_01063,PROKKA_02451,PROKKA_04597,PROKKA_02334,PROKKA_02938,PROKKA_01025
b0402,PROKKA_04891,PROKKA_03372,PROKKA_04086,PROKKA_04848,PROKKA_00227,PROKKA_01327,PROKKA_01116,PROKKA_02159,PROKKA_04256,PROKKA_04118,PROKKA_00116,PROKKA_03920,PROKKA_04634,PROKKA_04498
b0446,PROKKA_04938,PROKKA_03421,PROKKA_04132,PROKKA_04900,PROKKA_00276,PROKKA_01278,PROKKA_01067,PROKKA_02207,PROKKA_04210,PROKKA_04165,PROKKA_00166,PROKKA_03971,PROKKA_04679,PROKKA_04451
b2131,PROKKA_01901,PROKKA_00490,PROKKA_00933,PROKKA_01709,PROKKA_02179,PROKKA_04399,PROKKA_04057,PROKKA_04164,PROKKA_02466,PROKKA_00966,PROKKA_02458,PROKKA_00947,PROKKA_01595,PROKKA_02541
b1120,PROKKA_00620,PROKKA_04089,PROKKA_04906,PROKKA_00472,PROKKA_01087,PROKKA_00509,PROKKA_00419,PROKKA_02857,PROKKA_03576,PROKKA_04787,PROKKA_01106,PROKKA_04776,PROKKA_00482,PROKKA_03699
b1634,PROKKA_01277,PROKKA_04585,PROKKA_00294,PROKKA_01126,PROKKA_01610,PROKKA_05037,PROKKA_04662,PROKKA_03467,PROKKA_03048,PROKKA_00289,PROKKA_01785,PROKKA_00281,PROKKA_01000,PROKKA_03173
b3824,PROKKA_03740,PROKKA_02260,PROKKA_02932,PROKKA_03688,PROKKA_03965,PROKKA_02537,PROKKA_02268,PROKKA_00886,PROKKA_00652,PROKKA_02861,PROKKA_05790,PROKKA_02738,PROKKA_03376,PROKKA_00624
b3169,PROKKA_03022,PROKKA_01584,PROKKA_02144,PROKKA_02934,PROKKA_03263,PROKKA_03262,PROKKA_02974,PROKKA_00172,PROKKA_01349,PROKKA_02148,PROKKA_04903,PROKKA_02030,PROKKA_02644,PROKKA_01337
b0394,PROKKA_04883,PROKKA_03365,PROKKA_04079,PROKKA_04840,PROKKA_00220,PROKKA_01335,PROKKA_01123,PROKKA_02151,PROKKA_04263,PROKKA_04111,PROKKA_00109,PROKKA_03913,PROKKA_04627,PROKKA_04505
b2559,PROKKA_02320,PROKKA_00945,PROKKA_01347,PROKKA_02165,PROKKA_02597,PROKKA_03989,PROKKA_03655,PROKKA_04713,PROKKA_02067,PROKKA_01424,PROKKA_02962,PROKKA_01354,PROKKA_01993,PROKKA_02128
b1245,PROKKA_00813,PROKKA_04200,PROKKA_05120,PROKKA_00631,PROKKA_01255,PROKKA_00243,PROKKA_00303,PROKKA_03072,PROKKA_03400,PROKKA_05069,PROKKA_01265,PROKKA_04990,PROKKA_00665,PROKKA_03504
b3568,PROKKA_03459,PROKKA_01986,PROKKA_02569,PROKKA_03370,PROKKA_03665,PROKKA_02819,PROKKA_02535,PROKKA_00609,PROKKA_00921,PROKKA_02583,PROKKA_04441,PROKKA_02471,PROKKA_03068,PROKKA_00899
b4135,PROKKA_04166,PROKKA_02600,PROKKA_03327,PROKKA_04063,PROKKA_04319,PROKKA_02138,PROKKA_01885,PROKKA_01404,PROKKA_00251,PROKKA_03454,PROKKA_03787,PROKKA_03121,PROKKA_03908,PROKKA_00153
b3263,PROKKA_03113,PROKKA_01675,PROKKA_02242,PROKKA_03031,PROKKA_03354,PROKKA_03162,PROKKA_02876,PROKKA_00274,PROKKA_01251,PROKKA_02243,PROKKA_04795,PROKKA_02131,PROKKA_02740,PROKKA_01237
b4027,PROKKA_04012,PROKKA_02489,PROKKA_03180,PROKKA_03935,PROKKA_04203,PROKKA_02277,PROKKA_02008,PROKKA_01195,PROKKA_00395,PROKKA_03116,PROKKA_03992,PROKKA_02991,PROKKA_03670,PROKKA_00369
b1798,PROKKA_01450,PROKKA_00113,PROKKA_00465,PROKKA_01318,PROKKA_01781,PROKKA_04862,PROKKA_04486,PROKKA_03645,PROKKA_02879,PROKKA_00461,PROKKA_01977,PROKKA_00452,PROKKA_01173,PROKKA_02983
b1100,PROKKA_00597,PROKKA_04068,PROKKA_04885,PROKKA_00449,PROKKA_01067,PROKKA_00531,PROKKA_00442,PROKKA_02836,PROKKA_03596,PROKKA_04767,PROKKA_01081,PROKKA_04755,PROKKA_00461,PROKKA_03721
b3600,PROKKA_03489,PROKKA_02017,PROKKA_02598,PROKKA_03408,PROKKA_03704,PROKKA_02790,PROKKA_02505,PROKKA_00646,PROKKA_00891,PROKKA_02611,PROKKA_04396,PROKKA_02498,PROKKA_03095,PROKKA_00873
b1596,PROKKA_01237,PROKKA_04546,PROKKA_00253,PROKKA_01081,PROKKA_01568,PROKKA_05081,PROKKA_04703,PROKKA_03426,PROKKA_03087,PROKKA_00250,PROKKA_01741,PROKKA_00242,PROKKA_00958,PROKKA_03214
b2322,PROKKA_02095,PROKKA_00666,PROKKA_01128,PROKKA_01911,PROKKA_02363,PROKKA_04203,PROKKA_03865,PROKKA_04480,PROKKA_02274,PROKKA_01161,PROKKA_02704,PROKKA_01142,PROKKA_01788,PROKKA_02341
b3297,PROKKA_03149,PROKKA_01711,PROKKA_02278,PROKKA_03069,PROKKA_03390,PROKKA_03125,PROKKA_02839,PROKKA_00311,PROKKA_01215,PROKKA_02283,PROKKA_04757,PROKKA_02167,PROKKA_02777,PROKKA_01198
b3162,PROKKA_03013,PROKKA_01575,PROKKA_02135,PROKKA_02925,PROKKA_03254,PROKKA_03271,PROKKA_02983,PROKKA_00163,PROKKA_01358,PROKKA_02139,PROKKA_04913,PROKKA_02021,PROKKA_02635,PROKKA_01347
b4061,PROKKA_04045,PROKKA_02526,PROKKA_03229,PROKKA_03978,PROKKA_04243,PROKKA_02226,PROKKA_01968,PROKKA_01238,PROKKA_00347,PROKKA_03165,PROKKA_03951,PROKKA_03034,PROKKA_03712,PROKKA_00245
b0681,PROKKA_00173,PROKKA_03639,PROKKA_04365,PROKKA_05159,PROKKA_00566,PROKKA_01064,PROKKA_00851,PROKKA_02436,PROKKA_03992,PROKKA_04373,PROKKA_00411,PROKKA_04182,PROKKA_04891,PROKKA_04230
b3203,PROKKA_03058,PROKKA_01621,PROKKA_02180,PROKKA_02972,PROKKA_03300,PROKKA_03225,PROKKA_02937,PROKKA_00211,PROKKA_01313,PROKKA_02184,PROKKA_04866,PROKKA_02066,PROKKA_02680,PROKKA_01300
b2021,PROKKA_01730,PROKKA_00360,PROKKA_00816,PROKKA_01564,PROKKA_02065,PROKKA_04520,PROKKA_04185,PROKKA_04045,PROKKA_02582,PROKKA_00846,PROKKA_02312,PROKKA_00824,PROKKA_01473,PROKKA_02666
b2379,PROKKA_02139,PROKKA_00762,PROKKA_01184,PROKKA_01963,PROKKA_02411,PROKKA_04153,PROKKA_03822,PROKKA_04527,PROKKA_02233,PROKKA_01210,PROKKA_02761,PROKKA_01187,PROKKA_01829,PROKKA_02296
b1768,PROKKA_01420,PROKKA_00091,PROKKA_00434,PROKKA_01288,PROKKA_01756,PROKKA_04892,PROKKA_04516,PROKKA_03610,PROKKA_02909,PROKKA_00431,PROKKA_01943,PROKKA_00419,PROKKA_01142,PROKKA_03019
b3793,PROKKA_03705,PROKKA_02227,PROKKA_02896,PROKKA_03650,PROKKA_03929,PROKKA_02573,PROKKA_02301,PROKKA_00846,PROKKA_00686,PROKKA_02826,PROKKA_05751,PROKKA_02702,PROKKA_03339,PROKKA_00660
b0474,PROKKA_04967,PROKKA_03450,PROKKA_04162,PROKKA_04930,PROKKA_00305,PROKKA_01248,PROKKA_01037,PROKKA_02236,PROKKA_04181,PROKKA_04195,PROKKA_00198,PROKKA_04000,PROKKA_04708,PROKKA_04420
b2147,PROKKA_01916,PROKKA_00505,PROKKA_00948,PROKKA_01732,PROKKA_02194,PROKKA_04383,PROKKA_04042,PROKKA_04179,PROKKA_02451,PROKKA_00982,PROKKA_02477,PROKKA_00962,PROKKA_01610,PROKKA_02526
b4133,PROKKA_04117,PROKKA_02598,PROKKA_03325,PROKKA_04061,PROKKA_04317,PROKKA_02140,PROKKA_01887,PROKKA_01323,PROKKA_00253,PROKKA_03250,PROKKA_03864,PROKKA_03119,PROKKA_03797,PROKKA_00155
b3633,PROKKA_03525,PROKKA_02051,PROKKA_02634,PROKKA_03451,PROKKA_03738,PROKKA_02755,PROKKA_02470,PROKKA_00680,PROKKA_00857,PROKKA_02646,PROKKA_04360,PROKKA_02532,PROKKA_03129,PROKKA_00839
b3384,PROKKA_03218,PROKKA_01780,PROKKA_02362,PROKKA_03144,PROKKA_03466,PROKKA_03041,PROKKA_02756,PROKKA_00395,PROKKA_01132,PROKKA_02368,PROKKA_04680,PROKKA_02251,PROKKA_02861,PROKKA_01111
b4099,PROKKA_04081,PROKKA_02562,PROKKA_03279,PROKKA_04021,PROKKA_04280,PROKKA_02176,PROKKA_01922,PROKKA_01288,PROKKA_00297,PROKKA_03215,PROKKA_03902,PROKKA_03084,PROKKA_03762,PROKKA_00192
b4269,PROKKA_04303,PROKKA_02741,PROKKA_03465,PROKKA_04204,PROKKA_04463,PROKKA_01994,PROKKA_01743,PROKKA_01543,PROKKA_00109,PROKKA_03315,PROKKA_03638,PROKKA_03265,PROKKA_04045,PROKKA_00014
b3752,PROKKA_03667,PROKKA_02186,PROKKA_02857,PROKKA_03607,PROKKA_03886,PROKKA_02612,PROKKA_02345,PROKKA_00806,PROKKA_00731,PROKKA_02788,PROKKA_04100,PROKKA_02658,PROKKA_03302,PROKKA_00698
b2923,PROKKA_02716,PROKKA_01320,PROKKA_01770,PROKKA_02566,PROKKA_02977,PROKKA_03628,PROKKA_03277,PROKKA_05058,PROKKA_01639,PROKKA_01768,PROKKA_05331,PROKKA_01722,PROKKA_02348,PROKKA_01741
b0993,PROKKA_00492,PROKKA_03961,PROKKA_04780,PROKKA_00333,PROKKA_00961,PROKKA_00771,PROKKA_00541,PROKKA_02733,PROKKA_03700,PROKKA_04662,PROKKA_00966,PROKKA_04486,PROKKA_00291,PROKKA_03924
b2197,PROKKA_01967,PROKKA_00554,PROKKA_00998,PROKKA_01788,PROKKA_02246,PROKKA_04331,PROKKA_03990,PROKKA_04228,PROKKA_02401,PROKKA_01034,PROKKA_02550,PROKKA_01015,PROKKA_01662,PROKKA_02473
b2552,PROKKA_02311,PROKKA_00936,PROKKA_01337,PROKKA_02154,PROKKA_02588,PROKKA_03998,PROKKA_03664,PROKKA_04704,PROKKA_02077,PROKKA_01415,PROKKA_02953,PROKKA_01342,PROKKA_01984,PROKKA_02138
b1864,PROKKA_01526,PROKKA_00189,PROKKA_00534,PROKKA_01401,PROKKA_01856,PROKKA_04790,PROKKA_04413,PROKKA_03714,PROKKA_02810,PROKKA_00530,PROKKA_02057,PROKKA_00523,PROKKA_01238,PROKKA_02912
b4210,PROKKA_04246,PROKKA_02686,PROKKA_03413,PROKKA_04151,PROKKA_04401,PROKKA_02051,PROKKA_01801,PROKKA_01489,PROKKA_00165,PROKKA_03370,PROKKA_03697,PROKKA_03209,PROKKA_03992,PROKKA_00068
b0365,PROKKA_04857,PROKKA_03341,PROKKA_04054,PROKKA_04813,PROKKA_00191,PROKKA_01362,PROKKA_01150,PROKKA_02126,PROKKA_04289,PROKKA_04086,PROKKA_00079,PROKKA_03887,PROKKA_04602,PROKKA_04533
b1611,PROKKA_01252,PROKKA_04561,PROKKA_00268,PROKKA_01102,PROKKA_01584,PROKKA_05063,PROKKA_04686,PROKKA_03442,PROKKA_03072,PROKKA_00265,PROKKA_01759,PROKKA_00257,PROKKA_00974,PROKKA_03199
b3378,PROKKA_03212,PROKKA_01774,PROKKA_02356,PROKKA_03137,PROKKA_03460,PROKKA_03047,PROKKA_02762,PROKKA_00389,PROKKA_01138,PROKKA_02362,PROKKA_04686,PROKKA_02245,PROKKA_02855,PROKKA_01117
b3847,PROKKA_03761,PROKKA_02281,PROKKA_02972,PROKKA_03710,PROKKA_03987,PROKKA_02492,PROKKA_02232,PROKKA_00930,PROKKA_00609,PROKKA_02904,PROKKA_05833,PROKKA_02776,PROKKA_03419,PROKKA_00580
b3997,PROKKA_03972,PROKKA_02453,PROKKA_03139,PROKKA_03894,PROKKA_04165,PROKKA_02320,PROKKA_02051,PROKKA_01153,PROKKA_00437,PROKKA_03074,PROKKA_04058,PROKKA_02948,PROKKA_03628,PROKKA_00411
b4358,PROKKA_04378,PROKKA_02862,PROKKA_03615,PROKKA_04304,PROKKA_04563,PROKKA_01905,PROKKA_01611,PROKKA_01666,PROKKA_00025,PROKKA_03614,PROKKA_03484,PROKKA_03362,PROKKA_04123,PROKKA_05014
b2560,PROKKA_02321,PROKKA_00946,PROKKA_01348,PROKKA_02166,PROKKA_02598,PROKKA_03988,PROKKA_03654,PROKKA_04714,PROKKA_02066,PROKKA_01425,PROKKA_02963,PROKKA_01355,PROKKA_01994,PROKKA_02127
b3317,PROKKA_03170,PROKKA_01732,PROKKA_02299,PROKKA_03092,PROKKA_03411,PROKKA_03103,PROKKA_02818,PROKKA_00332,PROKKA_01194,PROKKA_02304,PROKKA_04734,PROKKA_02188,PROKKA_02798,PROKKA_01176
b4335,PROKKA_04341,PROKKA_02826,PROKKA_03594,PROKKA_04276,PROKKA_04550,PROKKA_01925,PROKKA_01635,PROKKA_01644,PROKKA_00044,PROKKA_03594,PROKKA_03502,PROKKA_03339,PROKKA_04099,PROKKA_05038
b2176,PROKKA_01946,PROKKA_00535,PROKKA_00977,PROKKA_01763,PROKKA_02226,PROKKA_04353,PROKKA_04011,PROKKA_04208,PROKKA_02421,PROKKA_01011,PROKKA_02516,PROKKA_00994,PROKKA_01640,PROKKA_02495
b2159,PROKKA_01928,PROKKA_00517,PROKKA_00960,PROKKA_01745,PROKKA_02207,PROKKA_04370,PROKKA_04030,PROKKA_04191,PROKKA_02438,PROKKA_00994,PROKKA_02493,PROKKA_00975,PROKKA_01622,PROKKA_02513
b3199,PROKKA_03054,PROKKA_01617,PROKKA_02176,PROKKA_02968,PROKKA_03296,PROKKA_03229,PROKKA_02941,PROKKA_00207,PROKKA_01317,PROKKA_02180,PROKKA_04870,PROKKA_02062,PROKKA_02676,PROKKA_01304
b2523,PROKKA_02280,PROKKA_00906,PROKKA_01313,PROKKA_02117,PROKKA_02556,PROKKA_04022,PROKKA_03689,PROKKA_04678,PROKKA_02104,PROKKA_01390,PROKKA_02919,PROKKA_01316,PROKKA_01960,PROKKA_02164
b1780,PROKKA_01433,PROKKA_00095,PROKKA_00446,PROKKA_01300,PROKKA_01760,PROKKA_04880,PROKKA_04504,PROKKA_03624,PROKKA_02897,PROKKA_00443,PROKKA_01957,PROKKA_00433,PROKKA_01155,PROKKA_03004
