gene_id	HM1	HM14	HM17	HM3	HM43	HM54	HM56	HM57	HM6	HM66	HM68	HM7	HM86
16095_hypothetical_protein	PROKKA_02757	PROKKA_03016	PROKKA_03591	PROKKA_01363	PROKKA_03236	PROKKA_05020	PROKKA_01602	PROKKA_01805	PROKKA_01810	PROKKA_01759	PROKKA_02385	PROKKA_02606	PROKKA_01701
16096_ansB	PROKKA_02758	PROKKA_03017	PROKKA_03590	PROKKA_01364	PROKKA_03235	PROKKA_05019	PROKKA_01601	PROKKA_01806	PROKKA_01811	PROKKA_01760	PROKKA_02386	PROKKA_02607	PROKKA_01700
16097_hypothetical_protein	PROKKA_02759	PROKKA_03018	PROKKA_03589	PROKKA_01365	PROKKA_03234	PROKKA_05018	PROKKA_01600	PROKKA_01807	PROKKA_01812	PROKKA_01761	PROKKA_02387	PROKKA_02608	PROKKA_01699
16098_hypothetical_protein	PROKKA_02760	PROKKA_03019	PROKKA_03588	PROKKA_01366	PROKKA_03233	PROKKA_05017	PROKKA_01599	PROKKA_01808	PROKKA_01813	PROKKA_01762	PROKKA_02388	PROKKA_02609	PROKKA_01698
16099_trmB	PROKKA_02761	PROKKA_03020	PROKKA_03587	PROKKA_01367	PROKKA_03232	PROKKA_05016	PROKKA_01598	PROKKA_01810	PROKKA_01814	PROKKA_01763	PROKKA_02389	PROKKA_02610	PROKKA_01697
16100_mutY	PROKKA_02762	PROKKA_03021	PROKKA_03586	PROKKA_01368	PROKKA_03231	PROKKA_05015	PROKKA_01597	PROKKA_01811	PROKKA_01815	PROKKA_01764	PROKKA_02390	PROKKA_02611	PROKKA_01696
16101_yggX	PROKKA_02763	PROKKA_03022	PROKKA_03585	PROKKA_01369	PROKKA_03230	PROKKA_05014	PROKKA_01596	PROKKA_01812	PROKKA_01816	PROKKA_01765	PROKKA_02391	PROKKA_02612	PROKKA_01695
16103_nupG	PROKKA_02765	PROKKA_03024	PROKKA_03583	PROKKA_01371	PROKKA_03228	PROKKA_05012	PROKKA_01594	PROKKA_01814	PROKKA_01818	PROKKA_01767	PROKKA_02393	PROKKA_02614	PROKKA_01693
16104_speC	PROKKA_02766	PROKKA_00576	PROKKA_03582	PROKKA_03650	PROKKA_03227	PROKKA_05011	PROKKA_03983	PROKKA_04382	PROKKA_04375	PROKKA_04192	PROKKA_04900	PROKKA_05168	PROKKA_04220
16110_glcA	PROKKA_03495	PROKKA_03710	PROKKA_02783	PROKKA_02023	PROKKA_03185	PROKKA_04841	PROKKA_01560	PROKKA_02618	PROKKA_02604	PROKKA_02504	PROKKA_03101	PROKKA_03415	PROKKA_00867
16131_pitA_1	PROKKA_03354	PROKKA_03579	PROKKA_02917	PROKKA_01891	PROKKA_03162	PROKKA_04820	PROKKA_01014	PROKKA_02491	PROKKA_02476	PROKKA_02380	PROKKA_02978	PROKKA_03273	PROKKA_00993
16132_gss	PROKKA_02833	PROKKA_03070	PROKKA_03457	PROKKA_01402	PROKKA_03161	PROKKA_04819	PROKKA_01537	PROKKA_01957	PROKKA_01954	PROKKA_01826	PROKKA_02451	PROKKA_02734	PROKKA_01546
16133_yghU	PROKKA_02834	PROKKA_03071	PROKKA_03456	PROKKA_01403	PROKKA_03160	PROKKA_04818	PROKKA_01536	PROKKA_01958	PROKKA_01955	PROKKA_01827	PROKKA_02452	PROKKA_02735	PROKKA_01545
16134_hypC_2	PROKKA_02835	PROKKA_03251	PROKKA_03455	PROKKA_01404	PROKKA_03159	PROKKA_04817	PROKKA_01535	PROKKA_01959	PROKKA_01956	PROKKA_01828	PROKKA_02453	PROKKA_02737	PROKKA_01544
16135_hydrogenase_nickel_incorporation_protein_HybF	PROKKA_02836	PROKKA_03250	PROKKA_03454	PROKKA_01405	PROKKA_03158	PROKKA_04816	PROKKA_01534	PROKKA_01960	PROKKA_01957	PROKKA_01829	PROKKA_02454	PROKKA_02738	PROKKA_01543
16137_hybD_1	PROKKA_02838	PROKKA_03248	PROKKA_03452	PROKKA_01407	PROKKA_03156	PROKKA_04814	PROKKA_01532	PROKKA_01962	PROKKA_01959	PROKKA_01831	PROKKA_02456	PROKKA_02741	PROKKA_01541
16138_hybC	PROKKA_02839	PROKKA_03247	PROKKA_03451	PROKKA_01408	PROKKA_03155	PROKKA_04813	PROKKA_01531	PROKKA_01963	PROKKA_01960	PROKKA_01832	PROKKA_02457	PROKKA_02742	PROKKA_01540
16139_hybB	PROKKA_02840	PROKKA_03246	PROKKA_03450	PROKKA_01409	PROKKA_03154	PROKKA_04812	PROKKA_01530	PROKKA_01964	PROKKA_01961	PROKKA_01833	PROKKA_02458	PROKKA_02743	PROKKA_01538
16141_hybO	PROKKA_02842	PROKKA_03244	PROKKA_03448	PROKKA_01411	PROKKA_03152	PROKKA_04810	PROKKA_01528	PROKKA_01966	PROKKA_01963	PROKKA_01835	PROKKA_02460	PROKKA_02745	PROKKA_01536
16142_hypothetical_protein	PROKKA_02843	PROKKA_03243	PROKKA_03447	PROKKA_01412	PROKKA_03151	PROKKA_04809	PROKKA_01527	PROKKA_01967	PROKKA_05207	PROKKA_01836	PROKKA_02461	PROKKA_02746	PROKKA_01535
16145_hypothetical_protein	PROKKA_02848	PROKKA_03240	PROKKA_03444	PROKKA_01415	PROKKA_03148	PROKKA_04806	PROKKA_01524	PROKKA_01970	PROKKA_05210	PROKKA_01839	PROKKA_02464	PROKKA_02751	PROKKA_01532
16148_exbD_1	PROKKA_02850	PROKKA_03238	PROKKA_03442	PROKKA_01418	PROKKA_03146	PROKKA_04804	PROKKA_01521	PROKKA_01972	PROKKA_01969	PROKKA_01841	PROKKA_02466	PROKKA_02754	PROKKA_01530
16149_exbB_1	PROKKA_02851	PROKKA_03237	PROKKA_03441	PROKKA_01419	PROKKA_03145	PROKKA_04803	PROKKA_01520	PROKKA_01973	PROKKA_01970	PROKKA_01842	PROKKA_02467	PROKKA_02755	PROKKA_01529
16150_metC	PROKKA_02852	PROKKA_03236	PROKKA_03440	PROKKA_01420	PROKKA_03144	PROKKA_04802	PROKKA_01519	PROKKA_01974	PROKKA_01971	PROKKA_01843	PROKKA_02468	PROKKA_02756	PROKKA_01528
16151_yghB	PROKKA_02853	PROKKA_03235	PROKKA_03439	PROKKA_01421	PROKKA_03143	PROKKA_04801	PROKKA_01518	PROKKA_01975	PROKKA_01972	PROKKA_01844	PROKKA_02469	PROKKA_02757	PROKKA_01527
16156_lpp_1	PROKKA_02858	PROKKA_03230	PROKKA_03434	PROKKA_01426	PROKKA_03137	PROKKA_04795	PROKKA_01513	PROKKA_01980	PROKKA_01977	PROKKA_01851	PROKKA_02474	PROKKA_02762	PROKKA_01521
16157_hypothetical_protein	PROKKA_02859	PROKKA_03229	PROKKA_03433	PROKKA_01427	PROKKA_03136	PROKKA_04794	PROKKA_01512	PROKKA_01981	PROKKA_01978	PROKKA_01852	PROKKA_02475	PROKKA_02763	PROKKA_01520
16158_ftsP	PROKKA_02867	PROKKA_03228	PROKKA_03424	PROKKA_01428	PROKKA_03127	PROKKA_04785	PROKKA_01503	PROKKA_01990	PROKKA_01987	PROKKA_01861	PROKKA_02483	PROKKA_02764	PROKKA_01511
16159_plsC	PROKKA_02868	PROKKA_03227	PROKKA_03423	PROKKA_01429	PROKKA_03126	PROKKA_04784	PROKKA_01502	PROKKA_01991	PROKKA_01988	PROKKA_01862	PROKKA_02484	PROKKA_02765	PROKKA_01510
16160_parC	PROKKA_02869	PROKKA_03226	PROKKA_03422	PROKKA_01430	PROKKA_03125	PROKKA_04783	PROKKA_01501	PROKKA_01992	PROKKA_01989	PROKKA_01863	PROKKA_02485	PROKKA_02766	PROKKA_01509
16162_DNA_gyrase_inhibitor	PROKKA_02873	PROKKA_03224	PROKKA_03420	PROKKA_01432	PROKKA_03123	PROKKA_04781	PROKKA_01499	PROKKA_01994	PROKKA_01991	PROKKA_01865	PROKKA_02487	PROKKA_02768	PROKKA_01507
16163_hypothetical_protein	PROKKA_02874	PROKKA_03223	PROKKA_03419	PROKKA_01433	PROKKA_03122	PROKKA_04780	PROKKA_01498	PROKKA_01995	PROKKA_01992	PROKKA_01866	PROKKA_02488	PROKKA_02769	PROKKA_01506
16164_qseB	PROKKA_02875	PROKKA_03222	PROKKA_03418	PROKKA_01434	PROKKA_03121	PROKKA_04779	PROKKA_01497	PROKKA_01996	PROKKA_01993	PROKKA_01867	PROKKA_02489	PROKKA_02770	PROKKA_01505
16165_qseC	PROKKA_02876	PROKKA_03221	PROKKA_03417	PROKKA_01435	PROKKA_03120	PROKKA_04778	PROKKA_01496	PROKKA_01997	PROKKA_01994	PROKKA_01868	PROKKA_02490	PROKKA_02771	PROKKA_01504
16167_ygiN	PROKKA_02878	PROKKA_03218	PROKKA_03412	PROKKA_01437	PROKKA_03118	PROKKA_00017	PROKKA_01494	PROKKA_02003	PROKKA_01999	PROKKA_01873	PROKKA_02495	PROKKA_02773	PROKKA_01499
16171_cpdA	PROKKA_02881	PROKKA_03206	PROKKA_03402	PROKKA_01441	PROKKA_03106	PROKKA_00036	PROKKA_01485	PROKKA_02013	PROKKA_02008	PROKKA_01894	PROKKA_02507	PROKKA_02776	PROKKA_01479
16172_putative_dehydrogenase	PROKKA_02882	PROKKA_03205	PROKKA_03401	PROKKA_01442	PROKKA_03105	PROKKA_00037	PROKKA_01484	PROKKA_02014	PROKKA_02009	PROKKA_01895	PROKKA_02508	PROKKA_02777	PROKKA_01478
16174_tolC	PROKKA_02884	PROKKA_03203	PROKKA_03398	PROKKA_01444	PROKKA_03103	PROKKA_00039	PROKKA_01482	PROKKA_02016	PROKKA_02011	PROKKA_01897	PROKKA_02510	PROKKA_02779	PROKKA_01476
16175_hypothetical_protein	PROKKA_02885	PROKKA_03202	PROKKA_03397	PROKKA_01445	PROKKA_03102	PROKKA_00040	PROKKA_01481	PROKKA_02017	PROKKA_02012	PROKKA_01898	PROKKA_02511	PROKKA_02780	PROKKA_01475
16176_ygiC	PROKKA_02886	PROKKA_03201	PROKKA_03396	PROKKA_01446	PROKKA_03101	PROKKA_00041	PROKKA_01480	PROKKA_02018	PROKKA_02013	PROKKA_01899	PROKKA_02512	PROKKA_02781	PROKKA_01474
16178_zupT	PROKKA_02888	PROKKA_03199	PROKKA_03391	PROKKA_01448	PROKKA_03096	PROKKA_00046	PROKKA_01475	PROKKA_02023	PROKKA_02018	PROKKA_01904	PROKKA_02517	PROKKA_02784	PROKKA_01468
16179_hypothetical_protein	PROKKA_02889	PROKKA_03198	PROKKA_03390	PROKKA_01449	PROKKA_03095	PROKKA_00047	PROKKA_01474	PROKKA_02024	PROKKA_02019	PROKKA_01905	PROKKA_02518	PROKKA_02786	PROKKA_01467
16180_ribB	PROKKA_02890	PROKKA_03197	PROKKA_03385	PROKKA_01450	PROKKA_03094	PROKKA_00048	PROKKA_01469	PROKKA_02029	PROKKA_02024	PROKKA_01906	PROKKA_02523	PROKKA_02787	PROKKA_01466
16181_Membrane_fusogenic_activity	PROKKA_02892	PROKKA_03195	PROKKA_03383	PROKKA_01452	PROKKA_03092	PROKKA_00050	PROKKA_01467	PROKKA_02031	PROKKA_02026	PROKKA_01908	PROKKA_02525	PROKKA_02789	PROKKA_01464
16186_glgS	PROKKA_02897	PROKKA_03190	PROKKA_03382	PROKKA_01457	PROKKA_03091	PROKKA_00051	PROKKA_01466	PROKKA_02032	PROKKA_02027	PROKKA_01909	PROKKA_02526	PROKKA_02795	PROKKA_01463
16187_yqiJ	PROKKA_02898	PROKKA_03189	PROKKA_03381	PROKKA_01458	PROKKA_03090	PROKKA_00052	PROKKA_01465	PROKKA_02033	PROKKA_02028	PROKKA_01910	PROKKA_02527	PROKKA_02796	PROKKA_01462
16188_yqiK	PROKKA_02899	PROKKA_03188	PROKKA_03380	PROKKA_01459	PROKKA_03089	PROKKA_00053	PROKKA_01464	PROKKA_02034	PROKKA_02029	PROKKA_01911	PROKKA_02528	PROKKA_02797	PROKKA_01461
16189_hldE	PROKKA_02902	PROKKA_03185	PROKKA_03378	PROKKA_01462	PROKKA_03087	PROKKA_00055	PROKKA_01462	PROKKA_02036	PROKKA_02031	PROKKA_01913	PROKKA_02530	PROKKA_02800	PROKKA_01459
16191_CYTH_domain_protein	PROKKA_02904	PROKKA_03183	PROKKA_03376	PROKKA_01464	PROKKA_03085	PROKKA_00057	PROKKA_01460	PROKKA_02038	PROKKA_02033	PROKKA_01916	PROKKA_02532	PROKKA_02802	PROKKA_01457
16192_SH3_domain-containing_protein	PROKKA_02905	PROKKA_03182	PROKKA_03373	PROKKA_01465	PROKKA_03084	PROKKA_00058	PROKKA_01459	PROKKA_02041	PROKKA_02034	PROKKA_01917	PROKKA_02533	PROKKA_02803	PROKKA_01456
16194_uppP	PROKKA_02908	PROKKA_03180	PROKKA_03371	PROKKA_01467	PROKKA_03082	PROKKA_00060	PROKKA_01457	PROKKA_02043	PROKKA_02036	PROKKA_01919	PROKKA_02535	PROKKA_02805	PROKKA_01454
16196_plsY	PROKKA_02910	PROKKA_03178	PROKKA_03369	PROKKA_01469	PROKKA_03080	PROKKA_00062	PROKKA_01455	PROKKA_02045	PROKKA_02038	PROKKA_01921	PROKKA_02537	PROKKA_02807	PROKKA_01452
16197_dmlR_2	PROKKA_02911	PROKKA_03177	PROKKA_03368	PROKKA_01470	PROKKA_03079	PROKKA_00063	PROKKA_01454	PROKKA_02046	PROKKA_02039	PROKKA_01922	PROKKA_02538	PROKKA_02808	PROKKA_01451
16199_ttdB	PROKKA_02913	PROKKA_03175	PROKKA_03366	PROKKA_01472	PROKKA_03077	PROKKA_00065	PROKKA_01452	PROKKA_02048	PROKKA_02041	PROKKA_01924	PROKKA_02540	PROKKA_02811	PROKKA_01449
16200_ttdT	PROKKA_02914	PROKKA_03174	PROKKA_03365	PROKKA_01473	PROKKA_03076	PROKKA_00066	PROKKA_01451	PROKKA_02049	PROKKA_02042	PROKKA_01925	PROKKA_02541	PROKKA_02812	PROKKA_01448
16201_tsaD	PROKKA_02915	PROKKA_03173	PROKKA_03364	PROKKA_01474	PROKKA_03075	PROKKA_00067	PROKKA_01450	PROKKA_02050	PROKKA_02043	PROKKA_01926	PROKKA_02542	PROKKA_02813	PROKKA_01447
16202_rpsU	PROKKA_02916	PROKKA_03172	PROKKA_03363	PROKKA_01475	PROKKA_03074	PROKKA_00068	PROKKA_01449	PROKKA_02051	PROKKA_02044	PROKKA_01927	PROKKA_02543	PROKKA_02814	PROKKA_01446
16204_rpoD	PROKKA_02918	PROKKA_03170	PROKKA_03361	PROKKA_01477	PROKKA_03071	PROKKA_00070	PROKKA_01447	PROKKA_02053	PROKKA_02046	PROKKA_01930	PROKKA_02545	PROKKA_02817	PROKKA_01443
16205_mug	PROKKA_02919	PROKKA_03169	PROKKA_03360	PROKKA_01478	PROKKA_03070	PROKKA_00071	PROKKA_01445	PROKKA_02054	PROKKA_02047	PROKKA_01931	PROKKA_02546	PROKKA_02818	PROKKA_01442
16206_yqjH	PROKKA_02921	PROKKA_03167	PROKKA_03358	PROKKA_01480	PROKKA_03068	PROKKA_00073	PROKKA_01443	PROKKA_02056	PROKKA_02049	PROKKA_01933	PROKKA_02548	PROKKA_02820	PROKKA_01440
16207_yqjI	PROKKA_02922	PROKKA_03166	PROKKA_03357	PROKKA_01481	PROKKA_03067	PROKKA_00074	PROKKA_01442	PROKKA_02057	PROKKA_02050	PROKKA_01934	PROKKA_02549	PROKKA_02821	PROKKA_01439
16208_aer	PROKKA_02923	PROKKA_03165	PROKKA_03356	PROKKA_01482	PROKKA_03066	PROKKA_00075	PROKKA_01441	PROKKA_02058	PROKKA_02051	PROKKA_01935	PROKKA_02550	PROKKA_02822	PROKKA_01437
16209_patA	PROKKA_02924	PROKKA_03164	PROKKA_03355	PROKKA_01483	PROKKA_03065	PROKKA_00076	PROKKA_01440	PROKKA_02059	PROKKA_02052	PROKKA_01936	PROKKA_02551	PROKKA_02823	PROKKA_01436
16210_ygjH	PROKKA_02925	PROKKA_03163	PROKKA_03354	PROKKA_01484	PROKKA_03064	PROKKA_00077	PROKKA_01439	PROKKA_02060	PROKKA_02053	PROKKA_01937	PROKKA_02552	PROKKA_02824	PROKKA_01435
16211_lacR	PROKKA_02926	PROKKA_03162	PROKKA_03353	PROKKA_01485	PROKKA_03063	PROKKA_00078	PROKKA_01438	PROKKA_02061	PROKKA_02054	PROKKA_01938	PROKKA_02553	PROKKA_02825	PROKKA_01434
16212_ebgA	PROKKA_02927	PROKKA_03161	PROKKA_03352	PROKKA_01486	PROKKA_03062	PROKKA_00079	PROKKA_01437	PROKKA_02062	PROKKA_02055	PROKKA_01939	PROKKA_02554	PROKKA_02826	PROKKA_01433
16213_ebgC	PROKKA_02928	PROKKA_03160	PROKKA_03351	PROKKA_01487	PROKKA_03061	PROKKA_00080	PROKKA_01436	PROKKA_02063	PROKKA_02056	PROKKA_01940	PROKKA_02555	PROKKA_02827	PROKKA_01432
16214_ygjI	PROKKA_02929	PROKKA_03159	PROKKA_03350	PROKKA_01488	PROKKA_03060	PROKKA_00081	PROKKA_01435	PROKKA_02064	PROKKA_02057	PROKKA_01941	PROKKA_02556	PROKKA_02828	PROKKA_01431
16218_fadH_2	PROKKA_02933	PROKKA_03156	PROKKA_03347	PROKKA_01492	PROKKA_03057	PROKKA_00084	PROKKA_01432	PROKKA_02067	PROKKA_02060	PROKKA_01944	PROKKA_02559	PROKKA_02833	PROKKA_01427
16219_rlmG	PROKKA_02936	PROKKA_03154	PROKKA_03345	PROKKA_01493	PROKKA_03054	PROKKA_00086	PROKKA_01430	PROKKA_02069	PROKKA_02063	PROKKA_01946	PROKKA_02561	PROKKA_02836	PROKKA_01425
16220_hypothetical_protein	PROKKA_02937	PROKKA_03153	PROKKA_03344	PROKKA_01494	PROKKA_03053	PROKKA_00087	PROKKA_01429	PROKKA_02070	PROKKA_02064	PROKKA_01947	PROKKA_02562	PROKKA_02837	PROKKA_01424
16223_alx	PROKKA_02941	PROKKA_03149	PROKKA_03340	PROKKA_01498	PROKKA_03049	PROKKA_00091	PROKKA_01425	PROKKA_02074	PROKKA_02068	PROKKA_01951	PROKKA_02566	PROKKA_02842	PROKKA_01420
16224_sstT	PROKKA_02943	PROKKA_03148	PROKKA_03339	PROKKA_01499	PROKKA_03048	PROKKA_00092	PROKKA_01424	PROKKA_02075	PROKKA_02069	PROKKA_01952	PROKKA_02567	PROKKA_02843	PROKKA_01419
16226_uxaA	PROKKA_02945	PROKKA_03146	PROKKA_03336	PROKKA_01501	PROKKA_03046	PROKKA_00095	PROKKA_01421	PROKKA_02078	PROKKA_02071	PROKKA_01954	PROKKA_02570	PROKKA_02845	PROKKA_01416
16227_uxaC	PROKKA_02946	PROKKA_03145	PROKKA_03335	PROKKA_01502	PROKKA_03045	PROKKA_00096	PROKKA_01420	PROKKA_02079	PROKKA_02072	PROKKA_01955	PROKKA_02571	PROKKA_02846	PROKKA_01415
16228_exuT	PROKKA_02947	PROKKA_03144	PROKKA_03334	PROKKA_01503	PROKKA_03044	PROKKA_00097	PROKKA_01419	PROKKA_02080	PROKKA_02073	PROKKA_01956	PROKKA_02572	PROKKA_02847	PROKKA_01414
16234_lldR_2	PROKKA_02948	PROKKA_03139	PROKKA_03333	PROKKA_01509	PROKKA_03043	PROKKA_00102	PROKKA_01418	PROKKA_02081	PROKKA_02074	PROKKA_01961	PROKKA_02573	PROKKA_02852	PROKKA_01409
16235_yqjA_2	PROKKA_02949	PROKKA_03138	PROKKA_03332	PROKKA_01510	PROKKA_03042	PROKKA_00103	PROKKA_01417	PROKKA_02082	PROKKA_02075	PROKKA_01962	PROKKA_02574	PROKKA_02853	PROKKA_01408
16237_hypothetical_protein	PROKKA_02951	PROKKA_03136	PROKKA_03330	PROKKA_01512	PROKKA_03040	PROKKA_00105	PROKKA_01415	PROKKA_02084	PROKKA_02077	PROKKA_01964	PROKKA_02576	PROKKA_02855	PROKKA_01406
16238_hypothetical_protein	PROKKA_02952	PROKKA_03135	PROKKA_03329	PROKKA_01513	PROKKA_03039	PROKKA_00106	PROKKA_01414	PROKKA_02085	PROKKA_02078	PROKKA_01965	PROKKA_02577	PROKKA_02856	PROKKA_01405
16239_yqjE	PROKKA_02953	PROKKA_03134	PROKKA_03328	PROKKA_01514	PROKKA_03038	PROKKA_00107	PROKKA_01413	PROKKA_02086	PROKKA_02079	PROKKA_01966	PROKKA_02578	PROKKA_02857	PROKKA_01404
16240_hypothetical_protein	PROKKA_02954	PROKKA_03133	PROKKA_03327	PROKKA_01515	PROKKA_03037	PROKKA_00108	PROKKA_01412	PROKKA_02087	PROKKA_02080	PROKKA_01967	PROKKA_02579	PROKKA_02858	PROKKA_01403
16241_yqjF	PROKKA_02955	PROKKA_03132	PROKKA_03326	PROKKA_01516	PROKKA_03036	PROKKA_00109	PROKKA_01411	PROKKA_02088	PROKKA_02081	PROKKA_01968	PROKKA_02580	PROKKA_02859	PROKKA_01402
16243_yhaH	PROKKA_02957	PROKKA_03130	PROKKA_03324	PROKKA_01518	PROKKA_03034	PROKKA_00111	PROKKA_01409	PROKKA_02090	PROKKA_02083	PROKKA_01970	PROKKA_02582	PROKKA_02862	PROKKA_01400
16245_allS_2	PROKKA_02959	PROKKA_03128	PROKKA_03323	PROKKA_01520	PROKKA_03033	PROKKA_00112	PROKKA_01408	PROKKA_02091	PROKKA_02084	PROKKA_01971	PROKKA_02583	PROKKA_02864	PROKKA_01399
16246_yhaK	PROKKA_02960	PROKKA_03127	PROKKA_03322	PROKKA_01521	PROKKA_03032	PROKKA_00113	PROKKA_01407	PROKKA_02092	PROKKA_02085	PROKKA_01972	PROKKA_02584	PROKKA_02865	PROKKA_01398
16247_hypothetical_protein	PROKKA_02961	PROKKA_03126	PROKKA_03321	PROKKA_01522	PROKKA_03031	PROKKA_00114	PROKKA_01406	PROKKA_02093	PROKKA_02086	PROKKA_01973	PROKKA_02585	PROKKA_02866	PROKKA_01397
16248_Serine_dehydratase_alpha_chain	PROKKA_02962	PROKKA_03125	PROKKA_03320	PROKKA_01523	PROKKA_03030	PROKKA_00115	PROKKA_01405	PROKKA_02094	PROKKA_02087	PROKKA_01974	PROKKA_02586	PROKKA_02868	PROKKA_01396
16249_yhaO	PROKKA_02963	PROKKA_03124	PROKKA_03319	PROKKA_01524	PROKKA_03029	PROKKA_00116	PROKKA_01404	PROKKA_02095	PROKKA_02088	PROKKA_01975	PROKKA_02587	PROKKA_02869	PROKKA_01395
16251_tdcF	PROKKA_02965	PROKKA_03122	PROKKA_03316	PROKKA_01526	PROKKA_03027	PROKKA_00118	PROKKA_01402	PROKKA_02097	PROKKA_02090	PROKKA_01977	PROKKA_02589	PROKKA_02872	PROKKA_01393
16252_tdcE	PROKKA_02966	PROKKA_03121	PROKKA_03315	PROKKA_03870	PROKKA_03026	PROKKA_02654	PROKKA_03778	PROKKA_04586	PROKKA_04644	PROKKA_04408	PROKKA_02590	PROKKA_02873	PROKKA_04000
16253_tdcD	PROKKA_02967	PROKKA_03120	PROKKA_03314	PROKKA_01528	PROKKA_03025	PROKKA_00120	PROKKA_01400	PROKKA_02099	PROKKA_02092	PROKKA_01979	PROKKA_02591	PROKKA_02874	PROKKA_01391
16254_tdcC	PROKKA_02968	PROKKA_03119	PROKKA_03313	PROKKA_01529	PROKKA_03024	PROKKA_00121	PROKKA_01399	PROKKA_02100	PROKKA_02093	PROKKA_01980	PROKKA_02592	PROKKA_02875	PROKKA_01390
16255_tdcB	PROKKA_02969	PROKKA_03118	PROKKA_03312	PROKKA_01530	PROKKA_03023	PROKKA_00122	PROKKA_01398	PROKKA_02101	PROKKA_02094	PROKKA_01981	PROKKA_02593	PROKKA_02876	PROKKA_01389
16256_tfdS	PROKKA_02970	PROKKA_03117	PROKKA_03311	PROKKA_01531	PROKKA_03022	PROKKA_00123	PROKKA_01397	PROKKA_02102	PROKKA_02095	PROKKA_01982	PROKKA_02594	PROKKA_02877	PROKKA_01388
16259_garK	PROKKA_02975	PROKKA_03113	PROKKA_03309	PROKKA_01535	PROKKA_03020	PROKKA_00126	PROKKA_01395	PROKKA_02104	PROKKA_02097	PROKKA_01985	PROKKA_02597	PROKKA_02882	PROKKA_01385
16260_garR_2	PROKKA_02976	PROKKA_03112	PROKKA_03307	PROKKA_01536	PROKKA_03019	PROKKA_00127	PROKKA_01394	PROKKA_02105	PROKKA_02098	PROKKA_01986	PROKKA_02598	PROKKA_02883	PROKKA_01384
16263_garD	PROKKA_02979	PROKKA_03109	PROKKA_03304	PROKKA_01539	PROKKA_03016	PROKKA_00130	PROKKA_01391	PROKKA_02108	PROKKA_02101	PROKKA_01989	PROKKA_02601	PROKKA_02887	PROKKA_01381
16265_yhaV	PROKKA_02981	PROKKA_03107	PROKKA_03302	PROKKA_01541	PROKKA_03014	PROKKA_00132	PROKKA_01389	PROKKA_02110	PROKKA_02103	PROKKA_01991	PROKKA_02603	PROKKA_02889	PROKKA_01379
16267_kbaZ	PROKKA_02983	PROKKA_03105	PROKKA_03299	PROKKA_01543	PROKKA_03012	PROKKA_00134	PROKKA_01387	PROKKA_02112	PROKKA_02106	PROKKA_01993	PROKKA_02605	PROKKA_02891	PROKKA_01377
16268_levE_2	PROKKA_02984	PROKKA_03104	PROKKA_03298	PROKKA_01544	PROKKA_03011	PROKKA_00135	PROKKA_01386	PROKKA_02113	PROKKA_02107	PROKKA_01994	PROKKA_02606	PROKKA_02892	PROKKA_01376
16269_agaC_2	PROKKA_02985	PROKKA_03103	PROKKA_03297	PROKKA_01545	PROKKA_03010	PROKKA_00136	PROKKA_01385	PROKKA_02114	PROKKA_02108	PROKKA_01995	PROKKA_02607	PROKKA_02893	PROKKA_01375
16270_manZ_3	PROKKA_02986	PROKKA_03102	PROKKA_03296	PROKKA_01546	PROKKA_03009	PROKKA_00137	PROKKA_01384	PROKKA_02115	PROKKA_02109	PROKKA_01996	PROKKA_02608	PROKKA_02894	PROKKA_01374
16271_manX_3	PROKKA_02987	PROKKA_03101	PROKKA_03295	PROKKA_01547	PROKKA_03008	PROKKA_00138	PROKKA_01383	PROKKA_02116	PROKKA_02110	PROKKA_01997	PROKKA_02609	PROKKA_02895	PROKKA_01373
16274_kbaY	PROKKA_02990	PROKKA_03098	PROKKA_03292	PROKKA_01550	PROKKA_03005	PROKKA_00141	PROKKA_01380	PROKKA_02119	PROKKA_02113	PROKKA_02000	PROKKA_02612	PROKKA_02899	PROKKA_01370
16275_manX_4	PROKKA_02991	PROKKA_03097	PROKKA_03291	PROKKA_01551	PROKKA_03004	PROKKA_00142	PROKKA_01379	PROKKA_02120	PROKKA_02114	PROKKA_02001	PROKKA_02613	PROKKA_02900	PROKKA_01369
16277_manZ_4	PROKKA_02993	PROKKA_03095	PROKKA_03289	PROKKA_01553	PROKKA_03002	PROKKA_00145	PROKKA_01377	PROKKA_02122	PROKKA_02116	PROKKA_02003	PROKKA_02616	PROKKA_02902	PROKKA_01366
16278_nagB_1	PROKKA_02994	PROKKA_03094	PROKKA_03288	PROKKA_01554	PROKKA_03001	PROKKA_00146	PROKKA_01376	PROKKA_02123	PROKKA_02117	PROKKA_02004	PROKKA_02617	PROKKA_02903	PROKKA_01365
16281_elfC_1	PROKKA_05028	PROKKA_03858	PROKKA_02989	PROKKA_04445	PROKKA_02704	PROKKA_03374	PROKKA_04565	PROKKA_03574	PROKKA_03834	PROKKA_03303	PROKKA_04064	PROKKA_04255	PROKKA_05057
16283_rsmI	PROKKA_02995	PROKKA_03089	PROKKA_03287	PROKKA_01559	PROKKA_03000	PROKKA_00147	PROKKA_01375	PROKKA_02124	PROKKA_02118	PROKKA_02005	PROKKA_02618	PROKKA_02909	PROKKA_01364
